 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,34.252,232.235,15.681,178,290,7954.503,661405
2,9.236,643.630,34.427,548,759,5944.882,494308
3,9.236,449.857,46.862,346,582,4155.096,345490
4,9.236,489.448,39.873,378,596,4520.779,375896
5,404.589,500.868,91.134,268,759,202645.697,16849686
6,34.252,333.505,20.193,268,403,11423.200,949822
7,9.236,536.014,27.835,458,624,4950.889,411659
8,9.236,458.068,41.154,358,578,4230.936,351796
9,9.236,459.171,29.051,363,538,4241.123,352643
10,404.589,471.387,50.151,317,649,190718.278,15857939
