 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,6.007,1616.863,80.132,1352,1926,9713.245,4713156
2,1.583,3943.371,366.407,3359,4964,6241.391,3028509
3,1.583,2475.577,118.778,2069,2849,3918.232,1901243
4,1.583,2828.878,202.516,2133,3319,4477.421,2172578
5,133.772,2857.591,478.886,1857,4964,382264.709,185486224
6,6.007,766.227,67.878,564,1009,4603.083,2233553
7,1.583,6060.897,234.379,5378,6653,9592.917,4654769
8,1.583,3993.806,294.633,3308,4861,6321.217,3067243
9,1.583,4280.388,300.657,3454,5016,6774.807,3287338
10,133.772,4401.826,966.327,1744,6836,588839.626,285722527
