 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,6.007,1480.614,76.123,1225,1766,8894.736,4315991.000
2,1.583,2409.465,211.678,1961,3013,3813.593,1850469.000
3,1.583,1909.861,134.893,1587,2343,3022.842,1466773.000
4,1.583,2957.561,194.442,2423,3335,4681.096,2271407.000
5,133.772,2251.790,361.107,1363,3439,301225.695,146163680.000
6,6.007,603.287,52.213,444,780,3624.223,1758581.000
7,1.583,4083.557,248.306,3402,4920,6463.272,3136172.000
8,1.583,2723.509,254.165,2149,3558,4310.648,2091655.000
9,1.583,2976.001,156.532,2516,3446,4710.282,2285569.000
10,133.772,3093.302,579.943,1443,5116,413796.154,200786220.000
