 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,5.496,623.645,52.559,476,801,3427.351,598699
2,4.397,4273.826,390.654,3017,5226,18790.056,3282298
3,4.397,1677.939,136.724,1313,2070,7377.129,1288657
4,4.397,2515.934,239.586,1988,3149,11061.409,1932237
5,363.075,2428.970,772.576,978,5226,881899.190,154052548
6,5.496,373.332,37.770,258,500,2051.714,358399
7,4.397,1659.148,188.489,1173,2194,7294.517,1274226
8,4.397,669.840,58.890,508,870,2944.979,514437
9,4.397,942.104,222.761,551,1429,4142.001,723536
10,363.075,922.961,309.440,393,2194,335104.322,58536934
