 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,5.496,766.093,56.749,588,962,4210.199,735449
2,4.397,3062.861,213.453,2609,4148,13465.997,2352277
3,4.397,1714.749,158.287,1321,2131,7538.966,1316927
4,4.397,3270.707,537.267,2055,4643,14379.803,2511903
5,363.075,2413.894,565.820,1031,5013,876425.672,153096419
6,5.496,392.020,39.296,257,524,2154.415,376339
7,4.397,1161.017,103.107,872,1589,5104.460,891661
8,4.397,612.186,53.275,462,772,2691.503,470159
9,4.397,987.648,277.281,467,1528,4342.238,758514
10,363.075,817.182,217.396,354,1863,296698.594,51828117
