 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,11.850,574.457,60.239,397,783,6807.353,1189127
2,4.397,1802.555,158.270,1347,2260,7925.008,1384362
3,4.397,1066.820,87.734,792,1378,4690.321,819318
4,4.397,2599.374,557.894,1455,4511,11428.257,1996319
5,383.243,1415.900,540.224,622,4616,542634.468,94788864
6,11.850,2338.455,262.390,1702,3036,27710.818,4840601
7,4.397,9311.314,2224.594,6596,13258,40937.587,7151089
8,4.397,4819.484,474.329,3887,5993,21189.068,3701364
9,4.397,10039.354,4115.460,5745,16383,44138.448,7710224
10,383.243,7856.870,3507.326,2934,16383,3011093.602,525986016
