 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,4.946,661.987,51.231,511,823,3274.262,571957
2,4.397,1681.561,140.283,1269,2122,7393.055,1291439
3,4.397,918.868,74.484,724,1122,4039.844,705691
4,4.397,1017.772,105.499,763,1379,4474.678,781649
5,363.774,1107.654,263.326,621,2157,402935.629,70385891
6,4.946,495.201,46.517,353,635,2449.321,427854
7,4.397,1919.749,95.901,1594,2264,8440.257,1474367
8,4.397,1479.534,139.149,1107,1836,6504.834,1136282
9,4.397,1601.568,113.445,1263,1921,7041.361,1230004
10,363.774,1570.235,229.853,892,2350,571210.380,99780582
