 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,6.430,1606.111,186.389,1166,2378,10327.202,5011066
2,1.583,6599.490,247.725,5922,7302,10445.377,5068408
3,1.583,4455.801,663.135,3137,5757,7052.442,3422055
4,1.583,7855.669,1627.871,4414,12596,12433.602,6033154
5,253.406,5733.437,1466.064,2259,14153,1452885.600,704983372
6,6.430,1465.594,189.578,998,2246,9423.686,4572653
7,1.583,6908.224,191.023,6230,7501,10934.028,5305516
8,1.583,5140.661,820.953,3887,6740,8136.409,3948028
9,1.583,5608.509,803.449,4473,7294,8876.897,4307335
10,253.406,5458.846,1046.813,2243,7927,1383302.665,671219659
