 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,36.369,256.052,19.046,197,323,9312.266,774301.000
2,9.236,729.674,49.935,596,886,6739.628,560390.000
3,9.236,558.971,36.579,454,656,5162.931,429290.000
4,9.236,556.908,59.829,407,671,5143.869,427705.000
5,306.957,584.746,89.457,326,886,179491.726,14924468.000
6,36.369,383.683,40.154,281,520,13954.046,1160258.000
7,9.236,1605.316,94.932,1359,1866,14827.483,1232883.000
8,9.236,1445.324,102.855,1182,1723,13349.717,1110009.000
9,9.236,1433.763,211.945,976,1706,13242.933,1101130.000
10,306.957,1430.451,197.457,796,1916,439086.628,36509395.000
