 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,3.003,1559.272,80.250,1325,1817,4682.029,2271860
2,1.583,2677.371,187.056,2153,3094,4237.623,2056221
3,1.583,2009.379,136.460,1681,2361,3180.355,1543203
4,1.583,2637.786,167.944,2149,3144,4174.970,2025820
5,191.827,2289.655,266.474,1397,3179,439216.870,213121109
6,3.003,536.416,49.271,393,692,1610.697,781558
7,1.583,2418.277,231.749,1609,3245,3827.541,1857237
8,1.583,1497.389,179.743,1077,1851,2370.001,1149995
9,1.583,1558.405,104.696,1213,1845,2466.574,1196855
10,191.827,1584.047,337.267,673,3245,303862.487,147443130
