 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,3.527,831.745,70.966,583,1103,2933.663,1426442
2,1.579,4013.536,165.375,3548,4493,6339.348,3082396
3,1.579,2706.928,160.032,2261,3220,4275.571,2078921
4,1.579,3000.980,352.659,2272,3759,4740.024,2304753
5,197.124,3047.408,530.709,1413,4625,600716.832,292087941
6,3.527,1182.577,79.746,985,1492,4171.093,2028120
7,1.579,2397.659,110.883,2029,2680,3787.083,1841402
8,1.579,2121.852,266.636,1737,2690,3351.447,1629582
9,1.579,2134.745,225.820,1715,2646,3371.812,1639484
10,197.124,2091.374,258.937,1234,2909,412259.770,200454026
