 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,6.045,658.371,49.773,495,815,3980.016,695240
2,4.397,1065.616,89.275,762,1311,4685.026,818393
3,4.397,1054.085,106.311,794,1422,4634.328,809537
4,4.397,1477.122,369.937,990,3112,6494.231,1134430
5,430.031,1109.048,185.676,632,3112,476924.940,83310545
6,6.045,1605.065,77.359,1380,1849,9703.015,1694949
7,4.397,2170.359,101.530,1853,2460,9542.077,1666836
8,4.397,2064.716,91.626,1750,2402,9077.612,1585702
9,4.397,2118.833,106.313,1775,2441,9315.541,1627264
10,430.031,2047.518,130.930,1504,2755,880496.390,153807503
