 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,6.045,545.119,45.812,431,704,3295.380,575646
2,4.397,1734.824,100.122,1407,2065,7627.228,1332345
3,4.397,875.693,77.160,684,1192,3850.020,672532
4,4.397,1028.711,103.433,782,1457,4522.771,790050
5,430.031,1045.600,299.947,549,2111,449640.449,78544416
6,6.045,1454.192,77.789,1200,1723,8790.950,1535627
7,4.397,2656.333,123.690,2233,3065,11678.682,2040064
8,4.397,2170.164,131.271,1663,2538,9541.219,1666686
9,4.397,2321.501,108.800,1989,2675,10206.579,1782913
10,430.031,2244.397,226.175,1549,3107,965160.644,168596885
