file,type,time,measure
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_013.nd2-04.tif,spindle green,0,3714.1008
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_013.nd2-04.tif,cyto green,0,2701.8873
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_013.nd2-04.tif,mito green,0,3419.119
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_013.nd2-04.tif,cell green,0,3029.2986
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_013.nd2-04.tif,spindle red,0,1834.574
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_013.nd2-04.tif,cyto red,0,996.3826
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_013.nd2-04.tif,mito red,0,1200.0193
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_013.nd2-04.tif,cell red,0,1193.143
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_013.nd2-12.tif,spindle green,1,2269.0641
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_013.nd2-12.tif,cyto green,1,1856.0876
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_013.nd2-12.tif,mito green,1,2463.7477
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_013.nd2-12.tif,cell green,1,2035.3059
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_013.nd2-12.tif,spindle red,1,1116.1307
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_013.nd2-12.tif,cyto red,1,593.3403
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_013.nd2-12.tif,mito red,1,701.4731
HeLa_GTSE1-FKBP-GFP_darkmito_chTOGmCherry_013.nd2-12.tif,cell red,1,718.331
