 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,7.419,964.197,60.120,752,1152,7153.535,1249599
2,4.397,2007.461,145.604,1671,2475,8825.887,1541730
3,4.397,1489.181,95.243,1241,1767,6547.248,1143691
4,4.397,1990.358,211.840,1468,2512,8750.694,1528595
5,404.694,1681.692,239.639,1018,2625,680570.242,118883860
6,7.419,411.209,45.564,267,563,3050.828,532927
7,4.397,5395.982,658.598,3960,7567,23723.663,4144114
8,4.397,1426.173,172.464,1067,2366,6270.231,1095301
9,4.397,1098.712,81.648,808,1465,4830.535,843811
10,404.694,2088.412,1459.941,681,9166,845167.234,147636110
