 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,7.419,1164.486,68.052,952,1400,8639.515,1509174
2,4.397,3117.603,243.554,2401,3758,13706.674,2394319
3,4.397,1987.904,97.791,1699,2262,8739.903,1526710
4,4.397,1879.564,127.630,1519,2181,8263.582,1443505
5,404.694,2090.783,381.138,1164,3889,846126.945,147803755
6,7.419,447.945,43.957,316,606,3323.380,580537
7,4.397,6964.051,1034.145,4142,9108,30617.745,5348391
8,4.397,1686.908,162.297,1305,2158,7416.561,1295545
9,4.397,1440.089,206.912,1006,2214,6331.411,1105988
10,404.694,2432.516,1591.774,654,10143,984423.940,171961850
