 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.135,1367.125,82.249,1116,1621,2918.908,1416341
2,1.583,4115.966,385.763,2915,4905,6514.567,3161062
3,1.583,1571.159,94.243,1333,1862,2486.760,1206650
4,1.583,1608.823,104.608,1326,1895,2546.373,1235576
5,248.375,1746.662,552.032,1118,4949,433827.253,210505906
6,2.135,337.003,41.927,218,473,719.525,349135
7,1.583,5095.102,606.805,3355,6330,8064.299,3913038
8,1.583,626.534,117.671,373,917,991.650,481178
9,1.583,481.305,53.350,361,694,761.788,369642
10,248.375,923.391,980.998,242,6674,229347.422,111286201
