 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.135,1593.015,90.725,1289,1912,3401.201,1650364
2,1.583,7101.525,780.314,4706,8900,11239.976,5453971
3,1.583,1939.944,128.219,1561,2309,3070.457,1489877
4,1.583,1829.842,128.927,1540,2227,2896.193,1405319
5,248.375,2275.035,1043.757,1273,9238,565062.174,274184999
6,2.135,368.732,41.009,242,512,787.268,382006
7,1.583,6061.702,824.184,3606,7735,9594.190,4655387
8,1.583,652.427,98.596,411,938,1032.632,501064
9,1.583,503.497,83.162,318,744,796.913,386686
10,248.375,968.784,1049.810,222,8450,240621.866,116756897
