 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,1.577,829.910,68.284,638,1066,1308.413,634881
2,1.583,3575.757,147.303,3164,4067,5659.547,2746181
3,1.583,2270.108,271.116,1691,2912,3593.025,1743443
4,1.583,2460.189,174.153,1979,2933,3893.877,1889425
5,269.619,2569.748,446.370,1343,4080,692852.086,336192471
6,1.577,1545.010,88.417,1320,1780,2435.821,1181933
7,1.583,2515.561,111.412,2237,2823,3981.518,1931951
8,1.583,2056.017,201.216,1644,2565,3254.172,1579021
9,1.583,2216.956,149.309,1853,2570,3508.898,1702622
10,269.619,2243.022,426.803,1435,9587,604760.475,293447797
