 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,1.577,838.767,59.765,621,1044,1322.378,641657
2,1.583,2106.500,130.124,1730,2477,3334.074,1617792
3,1.583,1762.555,164.454,1324,2154,2789.693,1353642
4,1.583,3421.530,370.781,2471,4642,5415.445,2627735
5,269.619,2212.241,503.681,953,4642,596461.357,289420818
6,1.577,1563.301,85.259,1314,1785,2464.657,1195925
7,1.583,1892.133,93.445,1647,2128,2994.783,1453158
8,1.583,1749.691,85.553,1541,1976,2769.333,1343763
9,1.583,1942.665,157.691,1652,2455,3074.764,1491967
10,269.619,1843.589,189.951,1380,5491,497065.897,241191180
