 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,4.081,1386.305,90.677,1091,1692,5656.874,2744884
2,1.566,10747.091,1874.685,7493,15712,16832.827,8167789
3,1.583,1941.733,161.766,1593,2369,3073.288,1491251
4,1.583,2366.155,797.865,1508,5146,3745.044,1817207
5,182.312,2832.520,1934.189,1238,15712,516401.180,250573235
6,4.081,588.091,50.253,448,789,2399.729,1164420
7,1.566,5108.575,803.741,3628,7120,8001.399,3882517
8,1.583,1022.960,75.630,799,1306,1619.095,785633
9,1.583,1473.941,371.193,906,2627,2332.889,1131987
10,182.312,1605.419,914.289,611,7262,292686.378,142020149
