 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,12.308,1807.490,85.112,1510,2101,22246.637,3886103
2,4.397,2337.708,123.905,2001,2795,10277.834,1795360
3,4.397,2119.730,92.646,1834,2396,9319.485,1627953
4,4.397,2609.402,112.685,2236,2903,11472.348,2004021
5,430.243,2309.545,187.505,1645,3503,993665.421,173576177
6,12.308,569.391,49.268,381,745,7008.083,1224191
7,4.397,3261.862,361.762,2437,4013,14340.915,2505110
8,4.397,2101.566,228.365,1469,2613,9239.626,1614003
9,4.397,2450.344,108.799,2094,2780,10773.040,1881864
10,430.243,2519.983,423.853,1290,4157,1084204.784,189391839
