 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,12.308,2066.831,92.057,1737,2374,25438.613,4443686
2,4.397,4112.708,600.787,3277,5965,18081.697,3158560
3,4.397,2784.068,130.848,2368,3236,12240.272,2138164
4,4.397,3004.944,139.138,2602,3447,13211.364,2307797
5,430.243,3149.142,413.770,2045,6036,1354895.883,236676896
6,12.308,671.707,54.138,506,860,8267.395,1444171
7,4.397,4792.038,383.568,4032,5703,21068.398,3680285
8,4.397,2713.033,276.538,1975,3436,11927.963,2083609
9,4.397,3137.814,174.558,2700,3646,13795.532,2409841
10,430.243,3441.393,768.894,1664,6231,1480635.012,258641349
