 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,8.450,630.768,53.160,456,815,5329.737,931013.000
2,4.397,1715.000,86.150,1436,2015,7540.070,1317120.000
3,4.397,1616.250,114.072,1302,1937,7105.912,1241280.000
4,4.397,1614.736,135.698,1279,1991,7099.254,1240117.000
5,433.998,1527.360,166.803,898,2023,662871.703,115792231.000
6,8.450,420.056,52.994,261,640,3549.309,620003.000
7,4.397,2157.783,139.822,1821,2526,9486.783,1657177.000
8,4.397,1606.056,112.881,1307,1917,7061.093,1233451.000
9,4.397,1718.693,252.969,1262,2342,7556.306,1319956.000
10,433.998,1629.778,278.043,799,2571,707321.005,123556756.000
