 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,4.620,985.875,69.026,736,1221,4555.227,2210332
2,1.583,3116.693,140.009,2692,3566,4932.962,2393620
3,1.583,2308.526,243.405,1809,2970,3653.832,1772948
4,1.583,3308.874,501.382,2261,4385,5237.137,2541215
5,168.256,2917.197,505.849,1531,5152,490836.931,238168700
6,4.620,762.679,60.356,565,980,3523.951,1709926
7,1.583,2218.660,101.658,1919,2505,3511.596,1703931
8,1.583,1604.302,111.503,1312,1902,2539.218,1232104
9,1.583,1892.368,129.930,1542,2220,2995.156,1453339
10,168.256,1860.493,266.262,970,2608,313039.868,151896269
