 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,4.620,1032.084,78.176,779,1330,4768.734,2313932
2,1.583,4087.517,211.765,3528,4642,6469.539,3139213
3,1.583,2822.014,308.067,2083,3528,4466.558,2167307
4,1.583,3207.661,370.304,2432,3932,5076.943,2463484
5,168.256,3277.688,550.139,1798,4761,551491.820,267600259
6,4.620,758.211,64.438,546,975,3503.309,1699910
7,1.583,2941.376,124.249,2607,3341,4655.479,2258977
8,1.583,2030.266,137.843,1552,2381,3213.414,1559244
9,1.583,2421.267,144.333,2006,2859,3832.273,1859533
10,168.256,2385.043,393.727,1079,3401,401298.582,194722026
