 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,5.441,2375.864,193.107,1833,3072,12926.414,6272281.000
2,1.583,6860.073,335.048,5722,7639,10857.816,5268536.000
3,1.583,4700.396,555.131,3452,5803,7439.576,3609904.000
4,1.583,5300.904,324.631,4520,6353,8390.033,4071094.000
5,203.438,4941.956,979.291,2215,8013,1005379.842,487840248.000
6,5.441,732.127,55.819,520,956,3983.298,1932815.000
7,1.583,2774.471,168.255,2328,3282,4391.309,2130794.000
8,1.583,1936.392,233.916,1322,2471,3064.835,1487149.000
9,1.583,2342.836,139.363,2003,2804,3708.136,1799298.000
10,203.438,2140.798,442.210,895,3437,435518.853,211326721.000
