 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,9.274,812.306,67.985,617,1040,7533.287,1315935
2,4.397,3081.285,301.943,2291,3756,13547.001,2366427
3,4.397,1863.647,281.946,1377,2489,8193.604,1431281
4,4.397,2135.543,161.650,1739,2615,9389.005,1640097
5,460.555,2159.600,453.781,1012,3782,994614.393,173741946
6,9.274,772.125,105.717,521,1083,7160.651,1250842
7,4.397,13563.371,1770.255,8249,16383,59631.938,10416669
8,4.397,2777.039,468.646,1909,3831,12209.370,2132766
9,4.397,3553.264,278.571,2987,4550,15622.078,2728907
10,460.555,4618.812,3280.020,1395,16383,2127216.809,371588015
