 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,4.732,1056.195,101.785,766,1466,4997.682,2425024
2,1.583,2472.822,176.618,2030,2870,3913.871,1899127
3,1.583,1905.777,161.611,1439,2350,3016.379,1463637
4,1.583,2650.935,348.644,1756,3565,4195.781,2035918
5,173.823,2296.537,388.499,1131,4214,399190.515,193699129
6,4.732,757.728,104.305,491,1142,3585.402,1739744
7,1.583,3195.600,158.303,2710,3641,5057.853,2454221
8,1.583,2115.329,395.564,1251,2793,3348.049,1624573
9,1.583,2475.005,342.239,1648,3138,3917.328,1900804
10,173.823,2462.557,551.078,950,4228,428048.568,207701916
