 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,3.480,753.278,62.456,582,1026,2621.270,1274546
2,1.579,3587.181,150.497,3033,3982,5665.923,2754955
3,1.579,2144.895,161.157,1728,2653,3387.843,1647279
4,1.579,2231.658,185.151,1807,2903,3524.885,1713913
5,261.182,2465.034,446.919,1283,4238,643821.846,313046992
6,3.480,1776.421,90.702,1403,2087,6181.621,3005704
7,1.579,2888.076,126.570,2515,3192,4561.692,2218042
8,1.579,2301.607,115.959,1969,2668,3635.369,1767634
9,1.579,2415.958,150.958,2016,2796,3815.987,1855456
10,261.182,2493.449,247.065,1659,4024,651243.276,316655531
