 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,5.843,2951.901,132.948,2444,3484,17246.754,8368639.000
2,1.583,6223.212,300.888,5477,7025,9849.822,4779427.000
3,1.583,4890.245,761.204,3659,6874,7740.061,3755708.000
4,1.583,8630.477,768.517,6641,10927,13659.932,6628206.000
5,189.951,6360.527,1211.856,3218,12185,1208189.957,586249757.000
6,5.843,1081.996,122.508,786,1590,6321.661,3067458.000
7,1.583,2436.388,109.636,2087,2834,3856.206,1871146.000
8,1.583,1642.052,136.377,1207,2144,2598.967,1261096.000
9,1.583,2112.496,120.532,1792,2456,3343.564,1622397.000
10,189.951,1978.487,348.781,1006,3009,375816.084,182357159.000
