measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,1.9314,1931.8066,460.8634,1204.4509,3067.8128,50.6629,28.0099,1.7705,0.7717,209.7508,101777.324
microtubule,2,3,1.7016,3604.284,521.9269,2738.1187,4469.8008,43.5356,29.9166,1.2257,1.1803,312.1258,151452.738
microtubule,3,3,1.7959,5152.2854,850.0051,4207.6817,7288.8858,55.1572,39.8131,1.7251,0.4994,467.5673,226877.593
microtubule,1,2,1.9314,103.5407,26.4208,42.3474,173.6043,50.6629,28.0099,1.7705,0.7717,31.1898,15134.1985
microtubule,2,2,1.7016,268.0455,70.4577,149.8745,411.2164,43.5356,29.9166,1.2257,1.1803,39.8195,19321.6273
microtubule,3,2,1.7959,502.3062,35.642,421.8216,581.1216,55.1572,39.8131,1.7251,0.4994,62.7573,30451.7087
background,1,3,1.9314,399.2352,65.2411,286.9544,560.3568,50.9353,28.4639,1.7705,0.7717,70.7792,34344.1806
background,2,3,1.7016,1373.3388,518.3625,961.2214,2889.6856,43.9442,30.0981,1.2257,1.1803,137.4129,66676.8217
background,3,3,1.7959,2407.7293,518.7515,1669.928,3425.7444,55.2934,40.2671,1.7251,0.4994,235.6632,114350.79
background,1,2,1.9314,118.0422,21.8613,51.4338,154.5043,50.9353,28.4639,1.7705,0.7717,32.5047,15772.2671
background,2,2,1.7016,273.3253,53.8031,172.0484,396.3395,43.9442,30.0981,1.2257,1.1803,40.233,19522.2597
background,3,2,1.7959,570.8515,73.4916,455.6216,761.6366,55.2934,40.2671,1.7251,0.4994,68.5491,33262.0649
