measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,1.747,1599.1974,445.1713,891.1213,3052.12,25.6039,22.6531,1.5889,0.7264,150.1454,72855.0195
microtubule,2,3,1.2848,1577.5845,403.1303,1092.1097,2611.12,22.1083,23.8334,1.0895,0.681,110.3549,53547.4695
microtubule,3,3,1.2646,2777.2497,710.5815,2043.37,4300.161,25.3315,28.6908,1.1803,0.454,182.0535,88337.7605
microtubule,1,2,1.747,611.5908,41.836,506.868,705.9553,25.6039,22.6531,1.5889,0.7264,67.8882,32941.381
microtubule,2,2,1.2848,492.6597,51.8347,435.0216,642.6798,22.1083,23.8334,1.0895,0.681,43.373,21045.8725
microtubule,3,2,1.2646,630.9768,53.9863,506.94,732.94,25.3315,28.6908,1.1803,0.454,51.6396,25057.0663
background,1,3,1.747,229.9004,74.0976,112.1948,412.2336,25.1953,22.4715,1.5889,0.7264,40.0891,19452.4366
background,2,3,1.2848,247.2859,93.0861,147.9363,594.62,22.6077,24.1512,1.0895,0.681,30.8489,14968.8113
background,3,3,1.2646,652.852,80.5643,550.2578,907.12,25.2861,29.0994,1.1803,0.454,55.0878,26730.2294
background,1,2,1.747,569.0941,72.5606,392.8375,708.8721,25.1953,22.4715,1.5889,0.7264,64.4726,31284.0109
background,2,2,1.2848,486.0452,61.043,373.4655,650.94,22.6077,24.1512,1.0895,0.681,42.9777,20854.051
background,3,2,1.2646,639.6161,49.5069,534.94,766.94,25.2861,29.0994,1.1803,0.454,52.1559,25307.6072
