measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.9255,908.4956,316.5014,345.0753,1520.492,31.3239,17.9772,1.2257,2.6784,153.3814,74425.2365
microtubule,2,3,2.0039,701.4468,249.777,359.8253,1433.2358,22.9708,22.4715,1.8159,0.8625,86.9855,42207.968
microtubule,3,3,1.6959,926.1079,254.9057,489.4384,1465.7083,25.6946,30.0981,1.4073,0.9533,91.0484,44179.4047
microtubule,1,2,2.9255,126.5161,26.1087,84.2966,202.6716,31.3239,17.9772,1.2257,2.6784,52.4597,25454.993
microtubule,2,2,2.0039,127.7274,28.5192,53.3847,198.8815,22.9708,22.4715,1.8159,0.8625,36.4306,17677.1956
microtubule,3,2,1.6959,288.3212,63.9105,197.1126,504.0119,25.6946,30.0981,1.4073,0.9533,43.3402,21029.9747
background,1,3,2.9255,38.8952,24.1406,-15.2302,123.492,32.141,17.9772,1.2257,2.6784,36.8922,17901.2083
background,2,3,2.0039,69.0877,28.6355,9.5195,131.9759,22.4261,21.9721,1.8159,0.8625,28.3408,13751.8061
background,3,3,1.6959,127.8688,47.3154,29.492,226.0645,25.8308,29.5534,1.4073,0.9533,28.5356,13846.317
background,1,2,2.9255,130.4314,31.9422,43.9008,207.9008,32.141,17.9772,1.2257,2.6784,52.9841,25709.4861
background,2,2,2.0039,128.6104,35.6455,50.7383,193.4876,22.4261,21.9721,1.8159,0.8625,36.5125,17716.9339
background,3,2,1.6959,223.1084,44.7899,132.9008,321.0975,25.8308,29.5534,1.4073,0.9533,38.2332,18551.8874
