measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,1.8524,1805.1144,197.578,1424.6036,2171.6036,46.3048,42.3099,0.5448,1.7705,179.3902,87045.4551
microtubule,2,3,1.64,743.3739,185.8287,411.2703,1134.5202,39.1321,41.629,1.0895,1.2257,77.0738,37398.4998
microtubule,3,3,1.3807,1628.1866,379.4004,973.6436,2456.6036,27.6921,27.3289,1.2257,0.6356,121.1036,58763.0731
microtubule,1,2,1.8524,235.8767,36.6327,155.8332,303.3573,46.3048,42.3099,0.5448,1.7705,39.0768,18961.2141
microtubule,2,2,1.64,143.8832,27.7089,50.0859,183.4192,39.1321,41.629,1.0895,1.2257,27.41,13300.1667
microtubule,3,2,1.3807,680.5773,118.0455,506.4192,1025.4192,27.6921,27.3289,1.2257,0.6356,57.2531,27780.9
background,1,3,1.8524,200.7915,46.4926,127.0849,281.2041,45.8055,42.4915,0.5448,1.7705,40.5249,19663.8911
background,2,3,1.64,83.8288,25.0056,31.1869,123.8536,39.4953,41.3566,1.0895,1.2257,26.7818,12995.3333
background,3,3,1.3807,435.9554,152.6006,275.2236,750.2836,27.6013,27.6921,1.2257,0.6356,44.9352,21803.9067
background,1,2,1.8524,200.3669,33.9558,122.5658,260.0905,45.8055,42.4915,0.5448,1.7705,36.0032,17469.8034
background,2,2,1.64,133.9417,23.785,74.0025,171.4192,39.4953,41.3566,1.0895,1.2257,26.652,12932.3333
background,3,2,1.3807,657.6334,106.7633,474.0192,871.6992,27.6013,27.6921,1.2257,0.6356,55.7873,27069.6401
