measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.3624,3190.394,377.7441,1912.582,3794.3513,42.8547,41.3112,2.3606,0.09079,375.1728,182045.038
microtubule,2,3,1.9642,2584.8087,509.644,1517.582,3603.9433,36.5899,30.8245,1.6343,1.0895,256.5506,124485.975
microtubule,3,3,1.7376,2198.1075,340.7411,1610.161,2932.5459,35.2734,38.9959,1.4527,0.9533,196.3163,95258.4949
microtubule,1,2,2.3624,560.1212,64.2328,409.7025,755.2794,42.8547,41.3112,2.3606,0.09079,84.02,40768.9999
microtubule,2,2,1.9642,880.8612,127.8705,622.8948,1132.2815,36.5899,30.8245,1.6343,1.0895,98.8367,47958.5229
microtubule,3,2,1.7376,709.1013,102.3565,526.9779,947.4044,35.2734,38.9959,1.4527,0.9533,73.8002,35810.0554
background,1,3,2.3624,432.1147,42.3947,365.3512,564.1205,42.7639,40.9026,2.3606,0.09079,73.8954,35856.2308
background,2,3,1.9642,927.7937,333.5363,511.7697,1475.0346,37.1347,30.6883,1.6343,1.0895,106.2946,51577.3151
background,3,3,1.7376,534.5076,167.2872,384.8341,1236.082,35.8182,39.1321,1.4527,0.9533,62.6056,30378.0997
background,1,2,2.3624,232.4558,36.0289,166.8948,315.8948,42.7639,40.9026,2.3606,0.09079,48.2302,23402.7307
background,2,2,1.9642,502.0455,77.2343,382.7304,696.0473,37.1347,30.6883,1.6343,1.0895,64.4862,31290.6329
background,3,2,1.7376,307.784,47.9124,186.1884,448.8948,35.8182,39.1321,1.4527,0.9533,41.5446,20158.6801
