measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,1.8958,2756.4557,733.5191,1149.1614,3768.6172,20.6556,15.4803,0.5448,1.8159,270.2226,131120.04
microtubule,2,3,1.9112,2336.735,615.8277,1035.5197,3600.5809,7.9445,28.9178,0.3632,1.8613,233.0278,113072.051
microtubule,3,3,2.4512,2410.2965,756.3865,1422.1524,4096.4004,2.3606,29.0994,2.0429,1.3165,306.3969,148672.925
microtubule,1,2,1.8958,3097.1386,628.3504,1952.5681,3873.3867,20.6556,15.4803,0.5448,1.8159,296.2408,143744.865
microtubule,2,2,1.9112,2138.7177,305.2903,1678.0126,2594.9174,7.9445,28.9178,0.3632,1.8613,211.3076,102532.763
microtubule,3,2,2.4512,1497.0046,529.8846,383.2348,2550.2348,2.3606,29.0994,2.0429,1.3165,197.5401,95852.3395
background,1,3,1.8958,842.3159,212.956,543.751,1339.5334,20.3832,15.1626,0.5448,1.8159,100.5957,48812.0299
background,2,3,1.9112,759.1555,137.7975,466.8667,957.2885,8.2168,29.3718,0.3632,1.8613,93.2262,45236.1348
background,3,3,2.4512,374.9456,213.0833,136.387,1064.3216,1.9975,28.7362,2.0429,1.3165,75.6933,36728.6253
background,1,2,1.8958,3035.2379,494.8635,2245.6791,3929.5434,20.3832,15.1626,0.5448,1.8159,290.7553,141083.135
background,2,2,1.9112,1893.0465,135.156,1702.262,2338.1782,8.2168,29.3718,0.3632,1.8613,189.5368,91968.9033
background,3,2,2.4512,345.7178,113.8159,150.4858,603.9015,1.9975,28.7362,2.0429,1.3165,67.0436,32531.5652
