measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.2199,2319.9155,521.0778,1282.2248,3355.988,15.7073,47.6214,2.1791,0.4086,284.5756,138084.535
microtubule,2,3,1.5992,2199.3337,307.4838,1753.2941,2836.2248,32.0502,48.6655,1.4073,0.7717,195.9482,95079.9221
microtubule,3,3,1.8774,1517.8355,293.1763,994.9003,2146.9714,36.4537,48.4839,0.0454,1.8613,169.6179,82303.6495
microtubule,1,2,2.2199,929.6059,256.1703,672.3111,1734.1041,15.7073,47.6214,2.1791,0.4086,168.3568,81691.7556
microtubule,2,2,1.5992,539.7,50.018,425.8843,683.2333,32.0502,48.6655,1.4073,0.7717,92.2892,44781.4512
microtubule,3,2,1.8774,567.6248,68.3453,480.7937,778.2465,36.4537,48.4839,0.0454,1.8613,110.0878,53417.8689
background,1,3,2.2199,359.2711,85.8248,250.9132,655.5028,15.9797,48.0299,2.1791,0.4086,82.543,40052.3143
background,2,3,1.5992,311.2412,97.4127,120.4631,442.433,31.5962,48.4839,1.4073,0.7717,55.8675,27108.5906
background,3,3,1.8774,281.0589,40.3808,216.1167,360.9155,35.9997,48.4839,0.0454,1.8613,62.5663,30359.0326
background,1,2,2.2199,1175.8174,445.9264,701.1087,2109.4375,15.9797,48.0299,2.1791,0.4086,193.7275,94002.3324
background,2,2,1.5992,468.3927,97.158,350.7863,649.6689,31.5962,48.4839,1.4073,0.7717,86.9988,42214.3895
background,3,2,1.8774,587.6627,34.0181,504.6371,659.0353,35.9997,48.4839,0.0454,1.8613,111.8222,54259.4591
