measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.0634,2416.4973,366.3513,1921.2115,3393.0953,59.1522,19.5661,1.3165,1.5889,250.9917,121788.664
microtubule,2,3,1.1985,2831.9964,556.5725,1609.9176,3635.0597,63.5557,30.8245,1.0895,0.4994,170.4412,82703.127
microtubule,3,3,1.5442,1338.1834,549.3811,456.1581,2477.0699,61.8306,36.6807,0.6356,1.4073,113.1924,54924.3027
microtubule,1,2,2.0634,366.1784,99.3395,175.2217,534.076,59.1522,19.5661,1.3165,1.5889,58.8429,28552.3111
microtubule,2,2,1.1985,671.098,74.3337,490.476,786.3547,63.5557,30.8245,1.0895,0.4994,51.5051,24991.7928
microtubule,3,2,1.5442,451.2768,29.2364,363.7701,530.7788,61.8306,36.6807,0.6356,1.4073,50.91,24703.0276
background,1,3,2.0634,244.2051,50.5711,151.8287,391.9503,59.0614,20.0654,1.3165,1.5889,45.0575,21863.2234
background,2,3,1.1985,655.1044,171.8893,387.5862,992.9205,63.5103,31.2331,1.0895,0.4994,49.3107,23927.0443
background,3,3,1.5442,195.6392,79.8505,119.056,517.9176,61.3312,36.5899,0.6356,1.4073,30.7798,14935.2543
background,1,2,2.0634,305.2612,57.4855,188.6242,440.1705,59.0614,20.0654,1.3165,1.5889,53.0679,25750.1185
background,2,2,1.1985,626.195,69.35,529.9612,780.5411,63.5103,31.2331,1.0895,0.4994,49.0065,23779.4141
background,3,2,1.5442,451.6668,55.1781,348.476,601.2649,61.3312,36.5899,0.6356,1.4073,50.9381,24716.6765
