measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.0634,2087.9117,622.8902,1247.0342,3193.5676,26.875,49.1649,1.3165,1.5889,221.8846,107665.029
microtubule,2,3,1.2215,700.1066,218.6726,344.3306,1032.7874,25.1953,46.895,0.8171,0.9079,54.9774,26676.6913
microtubule,3,3,1.5118,1318.752,563.5404,564.5393,2535.7009,39.4499,14.2546,0.9987,1.1349,110.1067,53427.0705
microtubule,1,2,2.0634,689.3406,91.3313,540.7228,917.1846,26.875,49.1649,1.3165,1.5889,84.6599,41079.5011
microtubule,2,2,1.2215,255.5765,33.3346,190.4191,334.9747,25.1953,46.895,0.8171,0.9079,26.5019,12859.5186
microtubule,3,2,1.5118,173.8971,38.2622,64.8534,276.308,39.4499,14.2546,0.9987,1.1349,26.4576,12838.0304
background,1,3,2.0634,571.5844,194.7523,323.8923,1044.5176,26.5572,49.0287,1.3165,1.5889,78.1361,37913.9736
background,2,3,1.2215,80.1886,29.6334,20.5898,151.3676,25.5585,47.0766,0.8171,0.9079,19.2053,9318.9876
background,3,3,1.5118,166.2902,52.7196,53.3676,278.0494,38.9505,14.3454,0.9987,1.1349,29.3539,14243.3687
background,1,2,2.0634,418.2796,48.6511,321.1463,519.5148,26.5572,49.0287,1.3165,1.5889,58.9632,28610.6926
background,2,2,1.2215,279.4817,39.3454,194.308,362.3697,25.5585,47.0766,0.8171,0.9079,27.8814,13528.8642
background,3,2,1.5118,194.7505,30.5258,136.9898,263.9747,38.9505,14.3454,0.9987,1.1349,27.9188,13547.0454
