measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.1913,1372.2088,372.3183,700.4528,2158.9042,60.1055,37.634,2.1337,0.4994,161.3737,78303.3126
microtubule,2,3,1.0895,1028.782,204.6756,674.182,1417.182,38.8144,47.3944,1.0895,0,64.6395,31365
microtubule,3,3,1.5442,1860.3747,236.0686,1173.7391,2194.5626,58.3804,30.9153,0.6356,1.4073,150.4787,73016.7457
microtubule,1,2,2.1913,1071.4872,340.978,770.3527,2010.4057,60.1055,37.634,2.1337,0.4994,137.8564,66892.0555
microtubule,2,2,1.0895,977.4232,74.374,807.3432,1189.3432,38.8144,47.3944,1.0895,0,65.4886,31777
microtubule,3,2,1.5442,1330.8576,257.0981,1007.9954,1734.838,58.3804,30.9153,0.6356,1.4073,117.1775,56858.0052
background,1,3,2.1913,528.9916,197.5109,231.7532,1011.2779,59.5607,37.1801,2.1337,0.4994,76.223,36985.6724
background,2,3,1.0895,195.662,59.8088,88.182,325.182,38.9505,47.8483,1.0895,0,21.7155,10537
background,3,3,1.5442,358.4029,122.1588,193.438,687.182,58.6982,31.1423,0.6356,1.4073,42.1403,20447.7301
background,1,2,2.1913,900.4129,132.0752,712.0932,1376.5932,59.5607,37.1801,2.1337,0.4994,120.5808,58509.4161
background,2,2,1.0895,988.9032,71.3857,820.3432,1123.3432,38.9505,47.8483,1.0895,0,66.08,32064
background,3,2,1.5442,1410.77,198.6946,1128.9971,1902.3432,58.6982,31.1423,0.6356,1.4073,122.9416,59654.9393
