measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,1.9652,3313.7318,808.0476,1781.7742,4969.0066,31.914,56.156,1.9521,0.227,333.8477,161992.837
microtubule,2,3,2.1356,4679.3459,1196.6939,2972.4595,8433.0764,37.2255,52.7058,0.09079,2.1337,499.287,242268.937
microtubule,3,3,1.8142,8703.1494,817.0409,7137.3889,10000.7493,67.7322,46.9404,1.5435,0.9533,766.4698,371913.993
microtubule,1,2,1.9652,341.4872,109.8091,144.4026,581.1701,31.914,56.156,1.9521,0.227,56.5553,27442.3257
microtubule,2,2,2.1356,755.6322,187.4527,446.0321,1280.798,37.2255,52.7058,0.09079,2.1337,102.6648,49816.0428
microtubule,3,2,1.8142,2004.3453,197.4145,1450.2405,2409.5717,67.7322,46.9404,1.5435,0.9533,193.2042,93748.4408
background,1,3,1.9652,357.9731,158.4407,208.6869,1025.5764,31.9594,55.8382,1.9521,0.227,65.8234,31939.4532
background,2,3,2.1356,1013.4716,377.008,651.1189,2113.6296,37.4978,52.7512,0.09079,2.1337,136.6507,66306.9682
background,3,3,1.8142,2073.1783,726.8637,1299.5614,3998.6301,68.05,46.8042,1.5435,0.9533,206.2635,100085.176
background,1,2,1.9652,86.0572,23.2246,48.8968,133.048,31.9594,55.8382,1.9521,0.227,33.3933,16203.4069
background,2,2,2.1356,209.9039,46.2481,127.0746,341.298,37.4978,52.7512,0.09079,2.1337,48.6802,23621.0851
background,3,2,1.8142,652.9592,199.9247,394.798,1224.2217,68.05,46.8042,1.5435,0.9533,79.0174,38341.6112
