measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.0474,7619.6535,754.7063,5532.9868,8622.853,37.4071,60.5141,2.0429,0.1362,747.4699,362694.668
microtubule,2,3,1.74,3421.086,352.165,2864.6711,4423.8291,36.7715,58.1988,0.227,1.7251,296.2676,143757.868
microtubule,3,3,2.0509,4543.8076,422.0273,3632.7202,5411.9868,57.6541,40.9026,0.1816,2.0429,455.8784,221205.756
microtubule,1,2,2.0474,2150.0828,282.5058,1494.7408,2565.5408,37.4071,60.5141,2.0429,0.1362,228.0275,110645.734
microtubule,2,2,1.74,1136.9783,123.6874,864.8986,1341.7934,36.7715,58.1988,0.227,1.7251,111.9001,54297.2637
microtubule,3,2,2.0509,2179.1519,170.0943,1796.1407,2567.7408,57.6541,40.9026,0.1816,2.0429,230.7833,111982.91
background,1,3,2.0474,585.5009,70.3075,440.8201,748.4701,37.4071,61.2404,2.0429,0.1362,80.6291,39123.6499
background,2,3,1.74,444.3701,62.6726,329.9868,605.3026,36.4083,58.1988,0.227,1.7251,57.0162,27665.9476
background,3,3,2.0509,394.1684,52.904,313.0535,526.6202,57.2001,41.4928,0.1816,2.0429,62.4907,30322.3557
background,1,2,2.0474,343.0245,39.8914,261.7908,434.9908,37.4071,61.2404,2.0429,0.1362,56.7176,27521.05
background,2,2,1.74,297.9432,38.578,210.6355,375.425,36.4083,58.1988,0.227,1.7251,44.4633,21574.8948
background,3,2,2.0509,652.7729,52.4357,548.3408,763.2186,57.2001,41.4928,0.1816,2.0429,86.0819,41769.4778
