measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,1.284,1721.2504,348.146,1350.5756,2779.5756,47.9391,13.5283,0.1816,1.2711,117.9491,57232.4286
microtubule,2,3,1.1916,1321.1095,384.7859,599.7184,2044.4699,41.4474,13.8461,1.1349,0.3632,87.5494,42481.5591
microtubule,3,3,1.5967,1096.6209,165.8324,819.5714,1366.5233,32.368,15.2534,1.5435,0.4086,100.0773,48560.489
microtubule,1,2,1.284,124.0486,43.6132,56.5954,227.024,47.9391,13.5283,0.1816,1.2711,28.0315,13601.7143
microtubule,2,2,1.1916,179.771,23.3477,127.5003,225.1719,41.4474,13.8461,1.1349,0.3632,29.1989,14168.1685
microtubule,3,2,1.5967,312.3424,35.8143,247.8787,396.5546,32.368,15.2534,1.5435,0.4086,48.7675,23663.462
background,1,3,1.284,150.4524,85.9051,-15.2816,424.7184,48.4385,13.3467,0.1816,1.2711,24.0696,11679.2857
background,2,3,1.1916,306.5693,73.3889,196.0024,452.8131,41.175,14.073,1.1349,0.3632,31.0966,15088.9734
background,3,3,1.5967,189.0347,116.2795,64.8613,512.8286,32.822,14.981,1.5435,0.4086,32.742,15887.3868
background,1,2,1.284,81.891,39.3089,11.024,153.024,48.4385,13.3467,0.1816,1.2711,25.5119,12379.1428
background,2,2,1.1916,195.8647,38.9604,134.7991,267.9175,41.175,14.073,1.1349,0.3632,30.0944,14602.6982
background,3,2,1.5967,268.7341,48.2366,162.0628,364.524,32.822,14.981,1.5435,0.4086,45.5322,22093.5641
