measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.4699,2774.656,456.6965,1259.7644,3732.0237,61.7398,26.194,2.3606,0.7264,349.8941,169779.041
microtubule,2,3,2.0419,2084.15,362.7822,1188.3199,2817.8291,67.5052,28.6908,0.4086,1.9975,227.1784,110233.74
microtubule,3,3,1.6742,2555.7084,436.9356,1652.8883,3402.6335,69.7297,37.9518,0.3632,1.6343,224.5985,108981.871
microtubule,1,2,2.4699,1074.2623,79.3473,906.297,1263.4315,61.7398,26.194,2.3606,0.7264,157.7392,76539.7521
microtubule,2,2,2.0419,1025.4679,75.3784,886.8889,1212.3408,67.5052,28.6908,0.4086,1.9975,127.3016,61770.5267
microtubule,3,2,1.6742,1000.3759,169.19,762.2222,1338.4506,69.7297,37.9518,0.3632,1.6343,103.1971,50074.329
background,1,3,2.4699,626.6388,414.8626,286.25,1691.6931,60.6503,26.9658,2.3606,0.7264,106.4199,51638.0893
background,2,3,2.0419,109.2292,41.0684,19.1143,214.4311,68.1408,28.6001,0.4086,1.9975,39.9551,19387.3811
background,3,3,1.6742,246.1058,46.8427,157.4717,329.9026,70.2744,38.1334,0.3632,1.6343,43.7256,21216.9727
background,1,2,2.4699,1147.8227,138.1676,874.3903,1481.164,60.6503,26.9658,2.3606,0.7264,166.0771,80585.5784
background,2,2,2.0419,1077.0858,89.6808,926.2248,1306.2748,68.1408,28.6001,0.4086,1.9975,132.195,64144.9496
background,3,2,1.6742,902.6651,62.9424,766.7781,1035.2401,70.2744,38.1334,0.3632,1.6343,95.5451,46361.3182
