measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,3.0072,2878.5192,591.4079,1168.7432,3965.1446,33.3213,18.4311,2.633,1.4527,430.361,208823.995
microtubule,2,3,3.2203,4347.4037,844.696,2439.3255,6379.9429,27.4197,23.1524,2.9962,1.1803,680.4355,330167.554
microtubule,3,3,3.1881,2320.3131,833.6297,1027.5922,3807.2068,28.4185,38.9505,2.9962,1.0895,374.3762,181658.464
microtubule,1,2,3.0072,212.5249,70.829,42.152,354.006,33.3213,18.4311,2.633,1.4527,55.9533,27150.2001
microtubule,2,2,3.2203,189.3073,45.1396,80.5428,288.298,27.4197,23.1524,2.9962,1.1803,56.6838,27504.671
microtubule,3,2,3.1881,68.3322,42.0762,-1.3991,248.3437,28.4185,38.9505,2.9962,1.0895,38.1952,18533.4252
background,1,3,3.0072,344.0315,172.0629,158.8672,841.1463,33.9115,18.068,2.633,1.4527,80.4017,39013.3149
background,2,3,3.2203,639.9227,320.8237,415.2328,1970.9534,26.5572,23.4702,2.9962,1.1803,130.3072,63228.9247
background,3,3,3.1881,640.0719,543.8788,263.9783,2570.8494,28.5547,38.6782,2.9962,1.0895,128.5192,62361.3409
background,1,2,3.0072,40.792,23.1372,-9.4706,97.2227,33.9115,18.068,2.633,1.4527,32.2406,15644.1011
background,2,2,3.2203,66.2625,34.2471,-7.0934,225.298,26.5572,23.4702,2.9962,1.1803,38.426,18645.4439
background,3,2,3.1881,26.891,21.8674,-18.7298,105.4335,28.5547,38.6782,2.9962,1.0895,32.1314,15591.1061
