measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.9758,689.7777,177.3034,306.8997,991.8578,46.1233,21.2004,2.9508,0.227,128.5111,62357.4155
microtubule,2,3,2.0148,868.3516,261.5515,452.34,1430.0728,35.0464,24.8321,1.6797,1.0895,102.8743,49917.6721
microtubule,3,3,2.8371,826.7024,194.597,465.7831,1171.1286,32.595,41.1296,2.7692,0.5448,138.6165,67260.842
microtubule,1,2,2.9758,214.5,29.0922,150.3241,284.2355,46.1233,21.2004,2.9508,0.227,64.675,31382.2393
microtubule,2,2,2.0148,211.1149,46.5068,113.282,291.8274,35.0464,24.8321,1.6797,1.0895,43.1245,20925.2947
microtubule,3,2,2.8371,-92.0613,24.595,-136.6797,-28.8638,32.595,41.1296,2.7692,0.5448,21.0113,10195.3067
background,1,3,2.9758,196.6363,41.9116,127.9919,306.4061,46.3048,21.7451,2.9508,0.227,60.4187,29316.9447
background,2,3,2.0148,127.4368,32.8031,48.0948,197.3813,35.228,25.1953,1.6797,1.0895,34.1622,16576.5042
background,3,3,2.8371,125.5561,34.5747,45.344,237.6043,32.8674,41.6744,2.7692,0.5448,47.5829,23088.6244
background,1,2,2.9758,214.3066,40.5627,121.8136,312.7751,46.3048,21.7451,2.9508,0.227,64.6483,31369.2792
background,2,2,2.0148,193.1005,36.9701,61.3315,248.563,35.228,25.1953,1.6797,1.0895,41.4539,20114.6447
background,3,2,2.8371,-68.9446,40.522,-159.868,9.7976,32.8674,41.6744,2.7692,0.5448,24.0127,11651.658
