measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,1.5415,7753.6912,952.5857,6100.43,9703.93,23.7426,44.262,0.3632,1.4981,580.5634,281706.641
microtubule,2,3,1.284,7333.5901,912.5122,6332.93,9550.93,37.634,55.8382,1.2711,0.1816,455.9307,221231.144
microtubule,3,3,1.2556,11712.5624,1276.8412,9380.93,14369.3587,29.1902,35.9544,0.8171,0.9533,717.6421,348221.339
microtubule,1,2,1.5415,981.5266,86.1342,781.0016,1160.2265,23.7426,44.262,0.3632,1.4981,85.6092,41540.1227
microtubule,2,2,1.284,1091.9172,80.4504,973.9518,1334.666,37.634,55.8382,1.2711,0.1816,77.5309,37620.2856
microtubule,3,2,1.2556,1293.0626,235.2162,1006.2374,1870.5232,29.1902,35.9544,0.8171,0.9533,89.5524,43453.5001
background,1,3,1.5415,672.6651,174.412,501.2276,1192.757,24.4689,44.5344,0.3632,1.4981,69.8035,33870.7283
background,2,3,1.284,1648.797,326.0214,1247.5014,2320.93,37.634,55.5204,1.2711,0.1816,116.1762,56372.1431
background,3,3,1.2556,933.0242,436.8501,612.93,2031.6265,29.4172,36.8169,0.8171,0.9533,73.3977,35614.7324
background,1,2,1.5415,327.6133,36.2763,235.5968,395.2075,24.4689,44.5344,0.3632,1.4981,38.4419,18653.1539
background,2,2,1.284,776.4246,86.294,641.0946,969.8088,37.634,55.5204,1.2711,0.1816,58.6753,28470.9998
background,3,2,1.2556,403.9,71.4536,295.0231,580.1124,29.4172,36.8169,0.8171,0.9533,36.4112,17667.7858
