measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,1.6443,3092.1416,545.9309,1834.9704,4351.9704,60.2871,20.5194,1.6343,0.1816,261.9405,127101.333
microtubule,2,3,1.2792,5022.4273,1100.47,3644.4079,7428.8669,61.6944,27.3743,0.5902,1.1349,320.6692,155598.249
microtubule,3,3,1.1574,2615.5544,585.9743,1015.9704,3364.9641,63.6919,27.5559,0.7717,0.8625,158.5294,76923.1842
microtubule,1,2,1.6443,682.0694,153.4618,380.2376,905.571,60.2871,20.5194,1.6343,0.1816,68.2332,33108.778
microtubule,2,2,1.2792,1527.2787,242.0398,1124.258,1985.3191,61.6944,27.3743,0.5902,1.1349,103.9944,50461.1925
microtubule,3,2,1.1574,518.8469,49.1968,433.0984,623.2376,63.6919,27.5559,0.7717,0.8625,39.2017,19021.8414
background,1,3,1.6443,479.0605,84.397,346.4149,647.4149,60.5141,20.0654,1.6343,0.1816,62.6865,30417.3334
background,2,3,1.2792,1714.0502,266.1067,1409.9704,2279.7204,61.422,27.1474,0.5902,1.1349,122.9424,59655.3147
background,3,3,1.1574,401.9915,58.5433,299.9708,588.7204,64.1004,28.0099,0.7717,0.8625,39.9204,19370.5496
background,1,2,1.6443,415.0604,134.8086,237.1265,761.9043,60.5141,20.0654,1.6343,0.1816,47.8731,23229.4444
background,2,2,1.2792,1308.6427,134.0557,1065.1126,1516.2376,61.422,27.1474,0.5902,1.1349,90.9275,44120.7485
background,3,2,1.1574,380.329,40.5701,289.4948,456.0776,64.1004,28.0099,0.7717,0.8625,31.7795,15420.376
