measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.3128,2210.7155,902.363,1014.5353,4283.1928,53.9769,32.822,1.5889,1.6797,262.8797,127557.056
microtubule,2,3,1.8159,1703.3079,254.1656,1070.7752,2216.1752,51.3893,29.4172,1.0895,1.4527,164.3966,79770.12
microtubule,3,3,1.772,2413.2835,480.6673,1196.3007,3341.0988,43.4448,21.2458,0.227,1.7705,218.9139,106223.533
microtubule,1,2,2.3128,236.664,36.4845,152.5682,315.9134,53.9769,32.822,1.5889,1.6797,46.2248,22429.6592
microtubule,2,2,1.8159,196.0346,45.178,131.3244,338.3244,51.3893,29.4172,1.0895,1.4527,33.0135,16019.12
microtubule,3,2,1.772,233.6388,62.5667,117.5984,338.9601,43.4448,21.2458,0.227,1.7705,35.3082,17132.5773
background,1,3,2.3128,331.4673,93.5171,180.3729,681.5841,54.2947,32.6858,1.5889,1.6797,61.4887,29836.1484
background,2,3,1.8159,162.8893,34.0364,86.3619,231.1885,50.8899,29.5988,1.0895,1.4527,34.2373,16612.96
background,3,3,1.772,271.2956,117.6321,137.2329,497.3717,43.9442,21.4727,0.227,1.7705,42.3387,20544.014
background,1,2,2.3128,209.6115,39.8093,125.4059,332.4355,54.2947,32.6858,1.5889,1.6797,43.3257,21022.9314
background,2,2,1.8159,171.1878,25.8282,122.6577,215.2177,50.8899,29.5988,1.0895,1.4527,30.914,15000.4
background,3,2,1.772,124.4872,45.1851,34.5898,195.3244,43.9442,21.4727,0.227,1.7705,26.3102,12766.5103
