measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.535,1618.7076,277.964,1186.9424,2489.9583,24.7867,28.1461,2.1337,1.4073,236.1097,114567.472
microtubule,2,3,2.5458,1386.162,361.6489,846.5275,2419.9278,26.6026,22.0629,2.406,0.7717,208.7926,101312.372
microtubule,3,3,1.6083,702.2851,183.7243,384.0853,1270.703,35.3188,42.1283,0.5448,1.4981,81.131,39367.1932
microtubule,1,2,2.535,84.3906,33.3559,28.3238,161.423,24.7867,28.1461,2.1337,1.4073,37.4076,18151.2977
microtubule,2,2,2.5458,85.0151,26.4894,15.7246,143.7654,26.6026,22.0629,2.406,0.7717,37.481,18186.8934
microtubule,3,2,1.6083,35.8961,18.5633,-0.26,74.169,35.3188,42.1283,0.5448,1.4981,20.028,9718.1732
background,1,3,2.535,261.3117,63.608,151.752,416.5377,24.7413,27.6921,2.1337,1.4073,76.6563,37195.9008
background,2,3,2.5458,150.2896,53.9588,58.5026,301.201,26.6026,22.6985,2.406,0.7717,63.6145,30867.644
background,3,3,1.6083,77.7386,95.5056,-72.248,298.7261,35.4096,42.7185,0.5448,1.4981,34.7949,16883.5183
background,1,2,2.535,85.2069,48.2863,-8.1921,201.9468,24.7413,27.6921,2.1337,1.4073,37.5035,18197.8254
background,2,2,2.5458,80.737,25.2153,26.7767,141.5023,26.6026,22.6985,2.406,0.7717,36.9784,17943.0421
background,3,2,1.6083,59.1136,25.1305,10.8085,111.5151,35.4096,42.7185,0.5448,1.4981,21.7505,10554.0055
