measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,1.0895,998.3964,398.6546,528.0364,1751.0364,52.8874,14.4362,0,1.0895,63.3391,30734
microtubule,2,3,1.2556,1098.9108,382.4221,638.465,1741.0364,49.8912,33.7299,0.9533,0.8171,79.4806,38566.357
microtubule,3,3,1.2719,1124.1321,439.8103,558.1435,2118.3528,43.8988,34.9102,1.0441,0.7264,80.988,39297.7755
microtubule,1,2,1.0895,189.1988,47.9294,101.3588,321.3588,52.8874,14.4362,0,1.0895,20.4975,9946
microtubule,2,2,1.2556,130.5158,30.4008,68.9838,192.1802,49.8912,33.7299,0.9533,0.8171,20.2699,9835.5536
microtubule,3,2,1.2719,107.0078,29.4687,39.4149,168.1955,43.8988,34.9102,1.0441,0.7264,18.8649,9153.8214
background,1,3,1.0895,163.2364,48.3451,63.0364,266.0364,52.5242,14.527,0,1.0895,20.31,9855
background,2,3,1.2556,202.0167,61.2628,100.5364,315.5364,49.7096,33.9569,0.9533,0.8171,25.8773,12556.4285
background,3,3,1.2719,172.4799,60.9326,94.4242,279.9752,43.6718,34.6832,1.0441,0.7264,24.112,11699.8622
background,1,2,1.0895,247.6788,47.021,136.3588,326.3588,52.5242,14.527,0,1.0895,23.5105,11408
background,2,2,1.2556,102.8354,19.3911,70.5731,148.8767,49.7096,33.9569,0.9533,0.8171,18.6156,9032.8214
background,3,2,1.2719,135.0996,30.0902,72.7312,196.3588,43.6718,34.6832,1.0441,0.7264,20.5438,9968.4846
