measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,1.4839,1216.738,300.2734,787.4658,2035.0759,30.8699,53.7045,0.3178,1.4527,103.6123,50275.7716
microtubule,2,3,1.8159,1249.2983,460.3469,559.0388,2104.8789,26.194,54.7487,1.4527,1.0895,127.6955,61961.6399
microtubule,3,3,1.8058,1529.9299,652.6394,277.3621,2459.5788,21.2004,49.2556,1.4073,1.1349,151.4077,73467.5364
microtubule,1,2,1.4839,10.2269,14.4281,-17.8703,48.351,30.8699,53.7045,0.3178,1.4527,16.03,7778.2525
microtubule,2,2,1.8159,10.2119,26.0394,-61.5452,67.4548,26.194,54.7487,1.4527,1.0895,19.3291,9379.04
microtubule,3,2,1.8058,6.6353,20.5962,-30.8885,58.2048,21.2004,49.2556,1.4073,1.1349,19.0269,9232.4011
background,1,3,1.4839,76.735,26.3429,9.2347,127.6145,31.5509,53.7953,0.3178,1.4527,23.7324,11515.671
background,2,3,1.8159,303.9188,153.2257,126.8121,817.0388,26.1486,55.2934,1.4527,1.0895,47.8146,23201.08
background,3,3,1.8058,241.493,118.3598,138.1188,605.8788,21.2458,49.9366,1.4073,1.1349,42.5399,20641.6211
background,1,2,1.4839,2.894,21.4284,-32.21,49.4851,31.5509,53.7953,0.3178,1.4527,15.5162,7528.9342
background,2,2,1.8159,8.8961,21.5162,-39.2119,60.9481,26.1486,55.2934,1.4527,1.0895,19.2179,9325.0933
background,3,2,1.8058,3.8924,18.9237,-39.7096,51.4548,21.2458,49.9366,1.4073,1.1349,18.7951,9119.9422
