measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.2902,1109.423,186.8368,766.6688,1581.696,18.0226,37.634,0.5448,2.2244,146.3579,71017.202
microtubule,2,3,1.64,1035.1608,283.242,643.5121,1731.5954,19.7023,37.9972,0.1362,1.6343,100.5185,48774.5829
microtubule,3,3,1.7803,993.1388,310.0724,589.2621,1735.3903,38.3604,25.9216,1.6797,0.5902,105.2046,51048.4017
microtubule,1,2,2.2902,90.4438,25.5777,26.43,144.8828,18.0226,37.634,0.5448,2.2244,29.4707,14300.0424
microtubule,2,2,1.64,94.5531,29.5575,25.0508,168.8841,19.7023,37.9972,0.1362,1.6343,21.694,10526.5833
microtubule,3,2,1.7803,154.8386,36.5824,78.1619,227.9055,38.3604,25.9216,1.6797,0.5902,28.4226,13791.5128
background,1,3,2.2902,252.052,166.2016,57.2968,597.4704,18.295,37.634,0.5448,2.2244,56.244,27291.2824
background,2,3,1.64,321.1878,164.5647,111.1788,693.6788,19.9292,37.9972,0.1362,1.6343,46.0763,22357.5833
background,3,3,1.7803,365.0064,111.7238,210.4673,686.9288,38.3604,25.6946,1.6797,0.5902,53.4244,25923.1026
background,1,2,2.2902,94.6105,23.2084,20.794,144.0412,18.295,37.634,0.5448,2.2244,29.9086,14512.5448
background,2,2,1.64,101.2287,30.0886,31.7175,165.0508,19.9292,37.9972,0.1362,1.6343,22.2031,10773.5833
background,3,2,1.7803,101.4681,27.5349,37.2816,153.5123,38.3604,25.6946,1.6797,0.5902,24.023,11656.6923
