measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,1.9236,2163.7476,441.621,1346.2168,2844.298,49.982,23.6518,1.8613,0.4086,219.2398,106381.69
microtubule,2,3,1.7595,2653.9442,784.3072,1149.3298,3743.8896,41.7652,48.6201,1.3165,1.1349,244.3535,118567.574
microtubule,3,3,2.0704,2399.4037,533.0803,1301.9401,3388.4189,54.5217,33.6391,1.6343,1.2711,262.4602,127353.496
microtubule,1,2,1.9236,692.1431,74.9911,560.7399,864.724,49.982,23.6518,1.8613,0.4086,91.1278,44217.9261
microtubule,2,2,1.7595,812.6411,80.1231,656.5428,950.4451,41.7652,48.6201,1.3165,1.1349,94.7033,45952.8754
microtubule,3,2,2.0704,1070.8056,135.8374,745.2905,1331.4858,54.5217,33.6391,1.6343,1.2711,136.2826,66128.3595
background,1,3,1.9236,401.4324,151.1191,177.746,758.5961,49.8458,24.015,1.8613,0.4086,63.0673,30602.136
background,2,3,1.7595,75.8259,36.6466,14.5569,187.4215,41.2658,49.4372,1.3165,1.1349,31.8258,15442.8438
background,3,3,2.0704,435.7795,196.9064,273.1272,1328.7548,54.2493,33.8661,1.6343,1.2711,72.2609,35063.1625
background,1,2,1.9236,1003.4482,134.6633,768.724,1270.9409,49.8458,24.015,1.8613,0.4086,118.715,57604.0479
background,2,2,1.7595,627.7615,66.7023,498.4664,794.4921,41.2658,49.4372,1.3165,1.1349,79.4628,38557.694
background,3,2,2.0704,1315.3245,153.7846,984.3391,1621.4053,54.2493,33.8661,1.6343,1.2711,159.967,77620.7489
