measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.8325,832.3497,305.955,454.4322,2319.1096,53.7499,24.7867,2.8146,0.3178,149.4717,72528.129
microtubule,2,3,1.7251,965.8532,294.3485,508.1096,1496.1096,63.0563,17.7956,0,1.7251,103.2604,50105
microtubule,3,3,2.4619,2137.3671,339.8717,1327.2866,2758.4429,18.068,21.7905,0.9533,2.2698,278.4128,135094.161
microtubule,1,2,2.8325,66.2328,30.7961,-18.7716,123.4865,53.7499,24.7867,2.8146,0.3178,34.453,16717.6291
microtubule,2,2,1.7251,167.6428,37.7767,100.8736,282.8736,63.0563,17.7956,0,1.7251,29.4788,14304
microtubule,3,2,2.4619,113.1618,30.0855,23.0217,200.8736,18.068,21.7905,0.9533,2.2698,35.3974,17175.8498
background,1,3,2.8325,325.8259,123.1903,113.3677,611.0451,54.2947,25.1045,2.8146,0.3178,83.707,40617.1289
background,2,3,1.7251,160.2378,55.3659,38.1096,266.1096,62.5115,17.7956,0,1.7251,38.5096,18686
background,3,3,2.4619,509.9344,148.8101,286.9121,923.1795,18.4311,21.1096,0.9533,2.2698,93.9459,45585.3622
background,1,2,2.8325,61.2599,30.2507,-5.5135,140.1801,54.2947,25.1045,2.8146,0.3178,33.8074,16404.3388
background,2,2,1.7251,181.3095,33.8579,100.8736,267.8736,62.5115,17.7956,0,1.7251,30.5773,14837
background,3,2,2.4619,102.1824,21.3651,48.8736,146.4785,18.4311,21.1096,0.9533,2.2698,34.1529,16571.9857
