 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,1.981,7642.114,562.147,5788,9205,15135.246,7344072
2,1.981,6265.051,342.734,5002,7113,12407.965,6020714
3,1.981,7730.193,604.601,6539,9359,15309.685,7428715
4,1.981,6722.579,474.385,5676,8113,13314.100,6460398
5,1.981,7177.260,634.821,5712,9031,14214.599,6897347
6,1.981,6117.151,366.483,5020,6995,12115.048,5878582
7,1.981,5797.632,433.776,4761,8147,11482.238,5571524
8,1.981,4892.843,413.950,3923,5960,9690.300,4702022
9,1.981,4697.803,604.729,3376,7006,9304.023,4514589
10,1.981,3908.714,413.864,2768,4888,7741.227,3756274
11,1.981,6288.056,776.400,4231,8537,12453.526,6042822
12,1.981,5039.118,673.401,3365,6389,9979.997,4842592
13,1.981,303.717,47.871,167,462,601.513,291872
14,1.981,376.897,40.382,240,550,746.446,362198
