 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,4.262,1036.521,104.173,720,1411,4417.548,2143526
2,1.583,3882.669,195.806,3296,4470,6145.315,2981890
3,1.583,2968.332,468.609,2264,4095,4698.143,2279679
4,1.583,5395.406,902.153,3627,9335,8539.608,4143672
5,235.791,3862.034,720.712,1423,9335,910634.237,441866858
6,4.262,812.949,77.373,600,1115,3464.707,1681179
7,1.583,3175.165,145.746,2768,3604,5025.510,2438527
8,1.583,2102.757,399.073,1221,2879,3328.149,1614917
9,1.583,2881.156,494.754,1761,3952,4560.165,2212728
10,235.791,2662.998,577.080,940,4827,627911.941,304681578
