 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,1.981,4852.395,720.154,3474,6986,9610.193,4663152
2,1.981,6601.274,942.127,4818,8723,13073.855,6343824
3,1.981,5619.227,703.367,4241,8405,11128.907,5400077
4,1.981,6451.375,642.785,4163,7615,12776.979,6199771
5,1.981,5581.633,955.045,3190,7609,11054.451,5363949
6,1.981,4645.546,968.486,1925,7155,9200.527,4464370
7,1.981,396.856,43.261,268,582,785.976,381379
