 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,6.251,144.662,340.290,0,1078,904.331,157971.000
2,4.397,1981.559,199.583,1502,2530,8712.007,1521837.000
3,4.397,1101.561,147.917,781,1474,4843.061,845999.000
4,4.397,3443.228,594.800,1933,5182,15138.298,2644399.000
5,880.757,1670.929,612.389,0,5182,1471681.740,257077367.000
6,6.251,53.967,127.506,0,466,337.366,58932.000
7,4.397,2180.109,153.294,1844,2688,9584.944,1674324.000
8,4.397,767.992,193.912,450,1260,3376.510,589818.000
9,4.397,2325.388,201.641,1765,2970,10223.667,1785898.000
10,880.757,1455.125,570.009,0,2970,1281611.718,223875419.000
