 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,6.251,1185.121,76.667,940,1468,7408.586,1294152
2,4.397,3287.819,181.161,2932,3839,14455.036,2525045
3,4.397,1786.016,138.856,1432,2174,7852.294,1371660
4,4.397,2097.841,120.736,1759,2539,9223.248,1611142
5,880.757,2199.330,408.135,1163,3938,1937074.835,338373498
6,6.251,416.417,51.664,287,607,2603.160,454727
7,4.397,2458.243,134.690,2116,2872,10807.772,1887931
8,4.397,1188.260,92.838,924,1511,5224.237,912584
9,4.397,1692.490,94.444,1420,2007,7441.102,1299832
10,880.757,1590.661,410.459,431,2877,1400985.187,244727901
