file,type,time,measure
N_GTSE1-mCherry_Dark_Mito_006-01.tif,spindle green,0,2124.2245
N_GTSE1-mCherry_Dark_Mito_006-01.tif,cyto green,0,1709.9042
N_GTSE1-mCherry_Dark_Mito_006-01.tif,mito green,0,1580.3287
N_GTSE1-mCherry_Dark_Mito_006-01.tif,cell green,0,1600.3461
N_GTSE1-mCherry_Dark_Mito_006-01.tif,spindle red,0,4472.7557
N_GTSE1-mCherry_Dark_Mito_006-01.tif,cyto red,0,2899.8925
N_GTSE1-mCherry_Dark_Mito_006-01.tif,mito red,0,3607.524
N_GTSE1-mCherry_Dark_Mito_006-01.tif,cell red,0,3230.8304
N_GTSE1-mCherry_Dark_Mito_006-07.tif,spindle green,1,1918.5545
N_GTSE1-mCherry_Dark_Mito_006-07.tif,cyto green,1,1481.9451
N_GTSE1-mCherry_Dark_Mito_006-07.tif,mito green,1,2110.6456
N_GTSE1-mCherry_Dark_Mito_006-07.tif,cell green,1,1685.7684
N_GTSE1-mCherry_Dark_Mito_006-07.tif,spindle red,1,4079.1206
N_GTSE1-mCherry_Dark_Mito_006-07.tif,cyto red,1,2783.9396
N_GTSE1-mCherry_Dark_Mito_006-07.tif,mito red,1,3450.1545
N_GTSE1-mCherry_Dark_Mito_006-07.tif,cell red,1,3038.0022
