 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,1.981,9571.627,1097.195,6440,12555,18956.656,9198334.000
2,1.981,11496.935,848.896,8917,13365,22769.738,11048555.000
3,1.981,9316.051,737.665,7153,11341,18450.485,8952725.000
4,1.981,10664.066,579.957,8819,12031,21120.235,10248167.000
5,1.981,8843.989,1196.034,6440,11941,17515.563,8499073.000
6,1.981,10613.555,1145.430,8434,13538,21020.198,10199626.000
7,1.981,3825.671,829.748,2315,6010,7576.761,3676470.000
8,1.981,5227.492,623.814,3700,6712,10353.074,5023620.000
9,1.981,5656.051,485.322,4489,7374,11201.837,5435465.000
10,1.981,6395.245,419.046,5219,7665,12665.813,6145830.000
11,1.981,5085.970,790.305,3686,7856,10072.788,4887617.000
12,1.981,6165.671,553.506,4954,7771,12211.142,5925210.000
13,1.981,270.316,32.976,162,381,535.363,259774.000
14,1.981,391.668,38.563,282,516,775.701,376393.000
