 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,1.981,8246.937,1037.278,5638,12421,16333.099,7925306.000
2,1.981,2408.560,212.883,1874,2982,4770.165,2314626.000
3,1.981,7969.992,899.746,5942,10911,15784.608,7659162.000
4,1.981,2414.753,215.408,1848,3109,4782.431,2320578.000
5,1.981,9139.799,538.584,7011,10671,18101.418,8783347.000
6,1.981,2712.392,134.410,2296,3152,5371.906,2606609.000
7,1.981,4439.481,577.516,3057,6273,8792.414,4266341.000
8,1.981,1581.513,180.390,1150,2056,3132.194,1519834.000
9,1.981,5197.605,749.463,3651,8459,10293.882,4994898.000
10,1.981,1509.456,139.508,1056,2001,2989.485,1450587.000
11,1.981,4333.917,474.847,3398,5912,8583.344,4164894.000
12,1.981,1462.248,150.271,1080,1888,2895.989,1405220.000
13,1.981,215.953,28.125,127,313,427.696,207531.000
14,1.981,392.006,39.995,253,524,776.370,376718.000
